customerId,cohort_month,first_order_date,last_order_date,total_orders,total_revenue,avg_order_value,first_order_channel,first_order_amount,last_order_channel,recency_score,frequency_score,monetary_score,rfm_score,rfm_segment,value_tier,behaviour_state,channel_group
4977139.8804366424,12,2020-12-25 19:33:22.650517 UTC,2020-12-25 19:33:22.650517 UTC,1,3.2e-05,3.2e-05,google,3.2e-05,google,4,4,4,444,Champions,Bronze,At Risk,Search (Paid/Organic)
7483147.7826019574,12,2020-12-04 22:51:30.257053 UTC,2020-12-04 22:51:30.257053 UTC,1,3.2e-05,3.2e-05,google,3.2e-05,google,4,4,4,444,Champions,Bronze,At Risk,Search (Paid/Organic)
6363623135.4270133281,1,2021-01-04 16:52:35.985407 UTC,2021-01-04 16:52:35.985407 UTC,1,3.2e-05,3.2e-05,google,3.2e-05,google,4,4,4,444,Champions,Bronze,New,Search (Paid/Organic)
2245395.1305178140,1,2021-01-08 04:40:39.943709 UTC,2021-01-08 04:40:39.943709 UTC,1,3.2e-05,3.2e-05,google,3.2e-05,google,4,4,4,444,Champions,Bronze,New,Search (Paid/Organic)
12381181.9705732116,11,2020-11-26 11:09:30.767893 UTC,2020-11-26 11:09:30.767893 UTC,1,3.2e-05,3.2e-05,google,3.2e-05,google,4,4,4,444,Champions,Bronze,At Risk,Search (Paid/Organic)
70761379.0400304865,11,2020-11-01 17:38:27.368761 UTC,2020-11-01 17:38:27.368761 UTC,1,3.2e-05,3.2e-05,google,3.2e-05,google,4,4,4,444,Champions,Bronze,Churned,Search (Paid/Organic)
2475908.3733656464,11,2020-11-11 13:13:37.650369 UTC,2020-11-11 13:13:37.650369 UTC,1,3.2e-05,3.2e-05,google,3.2e-05,google,4,4,4,444,Champions,Bronze,At Risk,Search (Paid/Organic)
44080603.5651121314,12,2020-12-09 22:51:47.624792 UTC,2020-12-09 22:51:47.624792 UTC,1,0.000361,0.000361,<Other>,0.000361,<Other>,1,4,1,141,At Risk,Platinum,At Risk,Other / Unknown
83567287.4802807332,12,2020-12-16 17:34:35.277025 UTC,2020-12-16 17:34:35.277025 UTC,1,3.2e-05,3.2e-05,shop.googlemerchandisestore.com,3.2e-05,shop.googlemerchandisestore.com,4,4,4,444,Champions,Bronze,At Risk,Internal / Self Referral
1962634.4928996507,1,2021-01-22 15:29:06.805728 UTC,2021-01-22 15:29:06.805728 UTC,1,3.2e-05,3.2e-05,shop.googlemerchandisestore.com,3.2e-05,shop.googlemerchandisestore.com,4,4,4,444,Champions,Bronze,New,Internal / Self Referral
54090297.3676008653,11,2020-11-25 09:39:15.336619 UTC,2020-11-25 09:39:15.336619 UTC,1,3.2e-05,3.2e-05,shop.googlemerchandisestore.com,3.2e-05,shop.googlemerchandisestore.com,4,4,4,444,Champions,Bronze,At Risk,Internal / Self Referral
31903614.8832440737,12,2020-12-17 02:05:18.092437 UTC,2020-12-17 02:05:18.092437 UTC,1,3.2e-05,3.2e-05,shop.googlemerchandisestore.com,3.2e-05,shop.googlemerchandisestore.com,4,4,4,444,Champions,Bronze,At Risk,Internal / Self Referral
46914181.4204010860,1,2021-01-18 17:05:57.03463 UTC,2021-01-18 17:05:57.03463 UTC,1,3.2e-05,3.2e-05,(direct),3.2e-05,(direct),4,4,4,444,Champions,Bronze,New,Direct
22646362.7872198387,1,2021-01-14 22:16:18.118827 UTC,2021-01-14 22:16:18.118827 UTC,1,3.2e-05,3.2e-05,(direct),3.2e-05,(direct),4,4,4,444,Champions,Bronze,New,Direct
6928131.1957452634,11,2020-11-11 04:23:03.840781 UTC,2020-11-11 04:23:03.840781 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,At Risk,Other / Unknown
5989927.0424246858,1,2021-01-22 12:14:04.037938 UTC,2021-01-22 12:14:04.037938 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,New,Other / Unknown
8327781.0896379000,1,2021-01-15 15:19:47.247163 UTC,2021-01-15 15:19:47.247163 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,New,Other / Unknown
68296803.9320657032,11,2020-11-26 22:23:12.051192 UTC,2020-11-26 22:23:12.051192 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,At Risk,Other / Unknown
5244179.4867323211,12,2020-12-18 02:39:01.483243 UTC,2020-12-18 02:39:01.483243 UTC,1,0.000362,0.000362,shop.googlemerchandisestore.com,0.000362,shop.googlemerchandisestore.com,1,4,1,141,At Risk,Platinum,At Risk,Internal / Self Referral
65073430.5364943640,1,2021-01-17 12:19:09.431046 UTC,2021-01-17 12:19:09.431046 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,New,Other / Unknown
15689194.2101305412,12,2020-12-16 23:19:03.31504 UTC,2020-12-16 23:19:03.31504 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,At Risk,Other / Unknown
57179457.0983496273,11,2020-11-06 15:48:40.082368 UTC,2020-11-06 15:48:40.082368 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,At Risk,Other / Unknown
27046025.0676756993,12,2020-12-07 11:35:33.652292 UTC,2020-12-07 11:35:33.652292 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,At Risk,Other / Unknown
6088376299.3777008465,1,2021-01-22 01:18:37.076057 UTC,2021-01-22 01:18:37.076057 UTC,1,3.2e-05,3.2e-05,<Other>,3.2e-05,<Other>,4,4,4,444,Champions,Bronze,New,Other / Unknown
